official_name,operating_club,hut_id,latitude,longitude,elevation_m,email,phone_number,official_website_url,capacity_beds,source_url,reservation_id
Waxenegghütte,,237361264,47.732719,15.5399165,1531.0,,,,,OSM,
Geigenseehütte,,237432473,46.8672698,12.4981624,2409,,,,,OSM,
Rifugio Premassone,Gabriella Fioletti,237587271,46.1264538,10.4182283,1587,,,,,OSM,
Rifugio Capanna Valbione,,237587743,46.2483649,10.5064756,1504,,,,,OSM,
Herbstalm,,237654924,47.6596069,12.6409273,1069.0,,,https://www.heutal.at/de/almhuette-herbstalm,,OSM,
Rifugio Fanes,Max Mutschlechner,237733853,46.6121729,12.0142251,2060,info@rifugiofanes.com,+39 0474 501097,https://www.rifugiofanes.com/,,OSM,
Rifugio Casa Savoia,,237752208,44.2067347,7.2711257,1416.0,,,,,OSM,
,,238108552,46.6181485,7.1973388,1326.0,,,,,OSM,
Auta Chia,,238108553,46.6673623,7.2269312,1459,,,https://hauta-chia.ch/,,OSM,
Plan Rosset d'en haut,,238108557,46.6636244,7.233106,1423,,,,,OSM,
,,238108589,46.630331,7.2126692,1528,,,,,OSM,
,,238108592,46.6353907,7.2144817,1385,,,,,OSM,
Tissinèva,,238108596,46.6316429,7.2048433,1474,,,,,OSM,
Rifugio Alpino Cascinelle,Gruppo Alpini Pezzaze,238134241,45.7978497,10.2185555,1260,,,,,OSM,
Rifugio Campione,Luca Pizio,238157213,46.0333783,10.2574095,1946,,,,16,OSM,
Rifugio Vodala,,238432359,45.9579571,9.9761292,1612.0,,+39 0346 47079,,,OSM,
Chamanna da Boval CAS,SAC - CAS,238450857,46.415199,9.925074,2495,boval@bluewin.ch,+41818426403,https://www.boval.ch/,80,OSM,391
Capanna Anzana,Gemeinde Brusio,238458060,46.2306745,10.07511,2043,francobalsarini@bluewin.ch,+41 79 951 85 86,https://www.brusio.ch/cultura-e-tempo-libero/sport-e-svago/capanna-anzana,,OSM,
Refuge du Sélé,Club Alpin Français,238656381,44.8733263,6.3904841,2504,,,,,OSM,
Refuge du Pelvoux,Club Alpin Français,238656388,44.8826281,6.4056571,2694,,+33 4 92 23 39 47,https://refugedupelvoux.ffcam.fr/,,OSM,
Rifugio Cristina,,238947675,46.1115789,10.1387229,1260,,,,48,OSM,
,,239014629,46.5085625,7.6113915,1775,,,,,OSM,
Fraßenhütte,Sektion Vorarlberg,239039300,47.185596,9.828919,1725,info@frassenhuette.at,+436641412437,http://www.alpenverein.at/frassenhuette/,50,OSM,86
Naturfreundehaus Ova Spin,,239133659,46.6795924,10.1591409,1891.0,,,,,OSM,
Mönchsjochhütte,,239179174,46.554678,8.005589,3657,info@moenchsjoch.ch,+41 33 971 34 72,http://www.moenchsjoch.ch,100,OSM,77
Rifugio degli Alpini,,239248038,45.5622122,10.3928967,401.0,,,,,OSM,
Rifugio alpe Selle,,239585227,45.928026,8.1014621,1818.0,sabrinabiscardini@gmail.com,+39 347 2622880,http://rifugioalpeselle.weebly.com,,OSM,
Alp Bommen,,239743010,47.2891482,9.4190599,1230,alpbommen@bluewin.ch,+41 78 736 27 09,https://www.alpbommen.ch/,24,OSM,
Bregenzer Hütte,Naturfreunde Vorarlberg,239985798,47.3867606,9.8283796,1320.0,bregenzerhuette@naturfreunde.at,+43 660 9941605,https://bregenzerhuette.naturfreunde.at/,,OSM,
Älpli,,240298793,47.0695831,9.445086,1342.0,,,,,OSM,
Almagelleralp,,240432026,46.1011253,7.9847741,2194,,,,,OSM,
,,240533101,46.6863138,10.9032223,2152,,+39 329 6785550,,19,OSM,
Baita Altissimo,,240642851,45.9144183,10.1736608,1703,,,,,OSM,
"Rifugio Rosetta ""Giovanni Pedrotti""",Società degli Alpinisti Tridentini,240938276,46.2674386,11.8390215,2580,lottmariano@libero.it,+39 0439 68308,https://www.rifugiorosetta.it/,70,OSM,619
Bächlitalhütte SAC,SAC - CAS,241105805,66.4688,15.9878,2328,info@baechlitalhuette.ch,+41339731114,http://www.baechlital.ch,70,OSM,23
,,241170026,45.8973692,11.392715,1551.0,,,,,OSM,
Rifugio Monte Stino,Righetti Daniele,241279629,45.7638323,10.5499865,1396.0,,,,,OSM,
Jauchza! Hütte,Maria Hartl,241494807,46.9628332,13.7421969,1904.0,info@jauchzahuette-nockberge.at,+43 664 4553350,https://www.jauchzahuette-nockberge.at,,OSM,
Rifugio Kubelek,,241528857,45.8291491,11.452477,1195.0,info@rifugiokubelek.it,+39 0424 67038,https://www.rifugiokubelek.it/,,OSM,
,,241697804,45.811577,11.4102141,1295.0,,,,,OSM,
Rifugio al Granatiere,,241697895,45.8105406,11.3986718,1272.0,,,,,OSM,
Rifugio Granezza,,241963867,45.8157195,11.5261005,1242,,,https://www.rifugiogranezza.it/,,OSM,
Brunnecker Hütte,,242011475,47.7345114,14.9444491,1465,,,,,OSM,
Grinner Schihütte,Skiclub Grins,242248632,47.1455445,10.4877314,1651,,,,,OSM,
Augsburger Hütte,DAV Sektion Augsburg,242250125,47.16,10.49,2298,,+43 664 641 16 43,https://www.augsburgerhuette.at,54,OSM,235
Alpe Stockach,,242358213,47.5816792,10.2915684,983.0,,,,,OSM,
Dom na Osankarici,,242896460,46.4491862,15.4190961,1193,,,,,OSM,
Ruška koča,,242896461,46.4948408,15.508157,1246,,+386 41 666552,,,OSM,
,,243263081,47.2463702,14.7877789,1202.0,,,,,OSM,
Malga Miesnotta di Mezzo,,243494812,46.245857,11.6986666,1801.0,,,,,OSM,
Malga Miesnotta di Sopra,,243494815,46.2492346,11.6973018,1884.0,,,,,OSM,
Cabane de la Dent Blanche CAS,SAC - CAS,243581682,46.02027,7.6008,3507,dent-blanche@cas-jaman.ch,+41 27 283 10 85,https://www.cabane-dent-blanche.ch,34,OSM,436
Steinplan Schutzhaus,Naturfreunde,243631380,47.1631596,14.9043328,1670,,,https://www.naturfreunde-huetten.at/steiermark/steinplan-schutzhaus/,,OSM,
Refuge du Mont Thabor,Club Alpin Français,243644031,45.1234658,6.5997965,2490,,+33 4 79 20 32 13,https://refugedumontthabor.ffcam.fr/,,OSM,
Krumpalmhütte,,243702590,47.4908702,14.9437029,1428,,,,,OSM,
Sennhütte Ottenschwand,,243720726,46.617387,7.5890539,1544.0,,,https://ottenschwand.ch/,,OSM,
Penkerhütte,,244065244,46.9609979,13.7383443,1777.0,,,,,OSM,
Waldhüsli,,244214620,47.3681972,9.4162072,887.0,,,,,OSM,
Jausenstation Gamsblick,,244307907,47.1899875,12.477406,1317.0,,+43664 4778756,,,OSM,
Reithütte,,244540242,47.6723895,13.3205856,1296.0,,,,,OSM,
Posch'nhütte,,244540244,47.6763313,13.3214691,1285.0,office@genneralm.at,+43664 9166341,https://genneralm.at/de,,OSM,
Berglhütte - Rifugio Borletti,Hilli Jocham,244623271,46.5268429,10.5139629,2188,,+39 338 3877344,http://www.berglhuette.it/,,OSM,
Dom na Menini planini,,244673967,46.2619787,14.819162,1453,,,,,OSM,
Hochstadelhaus,,245210501,46.7585507,12.8900604,1780,,,,,OSM,
Refuge de la Pierre à Bérard,,245332356,46.0030096,6.8686923,1922,refugeberard@gmail.com,+33 4 50 54 62 08,https://refugeberard.wixsite.com/1924,40,OSM,
Alp Gamchi,,245426667,46.5302817,7.7874328,1666.0,,+41336762457,,,OSM,
Kaltenbachalm,,246267192,47.2796381,14.0794626,1600,,,,,OSM,
Erzherzog-Johann-Hütte,,246269192,47.2785968,14.0926199,1481.0,,+43 3686 4355,,,OSM,
Refuge du Goûter,Fédération française des clubs alpins et de montagne,246399016,45.8510883,6.8305967,3815,,,,,OSM,
Refuge de Tête Rousse,Club Alpin Français,246399018,45.8549387,6.8175254,3165,refugeteterousse@ffcam.fr,+33 4 50 58 24 97,https://www.refugeteterousse.ffcam.fr/,,OSM,
Refuge de Miage,,246399373,45.8391735,6.7599345,1564,refugedemiage@orange.fr,+33 4 50 93 22 91,https://www.refugemiage.com/,,OSM,
Auberge de Bionnassay,,246406606,45.8653359,6.75575,1330.0,,,http://www.auberge-bionnassay.com,,OSM,
Friedrichshafener Hütte,DAV Sektion Friedrichshafen,246634739,46.994722,10.215833,2138,,+436767908056,https://www.dav-fn.de/huetten/Friedrichshafener-Huette,55,OSM,217
Schlafhaus,,246634879,46.9947669,10.2154282,2142.0,,,,,OSM,
Menta-Alm,,246697501,46.9531478,10.1908422,1661.0,,,,,OSM,
Schäfler,,248347480,47.2761277,9.391273,1924,,+41 71 799 11 44,https://www.schaefler.ch/,,OSM,
Refuge de Chardonnière,Mr et Mme Michel NACHON,248688801,46.1404244,6.7741094,1360,graverruaz@orange.fr,+33 4 50 90 11 40,https://www.refuge-chardonniere.fr/,,OSM,
Refuge de l'Oriol de Sainte-Marguerite,,248879688,44.7969849,6.5937919,2026,,+33 4 92 23 06 34,https://loriol.pagesperso-orange.fr/,19,OSM,
Chalet Hôtel Refuge du Gioberney,,249158755,44.8409084,6.2814464,1635,gioberney1650@gmail.com,+33 6 24 75 14 14,https://gioberney.com,,OSM,
Refuge de Chabournéou,Club Alpin Français,249159678,44.8099763,6.3150065,1998,,+33 4 92 55 27 80,https://refugechabourneou.ffcam.fr/,,OSM,
Malga Ai Piani,,249332479,46.2271267,11.699651,1382.0,,,,,OSM,
Malga Ai Piani,,249332945,46.2273389,11.7001785,1402.0,,,,,OSM,
Skihütte Obererbs,Skiclub Elm,250170939,46.8997717,9.1128823,1700,mail@obererbs.ch,+41 55 642 50 53,https://obererbs.ch/,28,OSM,
Rifugio Monte Lefre,Rifugio Monte Lefre di Fabbro Gabriele,250271465,46.0605263,11.5521222,1300,,+39 333 434 9573,https://www.rifugiomontelefre.com/,,OSM,
Capanna San Lucio,Propaganda turistica Bogno,250696458,46.0864333,9.0891516,1541,info@capannasanlucio.ch,+41 91 9441829,https://capannasanlucio.ch/,22,OSM,
Rifugio Esterate,,251987390,44.2176694,7.4143798,1145.0,,,,,OSM,
Agriturismo Le Radici,,252215421,45.9674217,9.1060268,1051.0,info@leradiciagriturismo.it,+39 347 7403132,https://www.leradiciagriturismo.it/,,OSM,
Schutzhaus Masenberg,Fam. Roman Wilfinger GmbH,252825586,47.3488233,15.8753529,1256.0,,,,,OSM,
La cabane aux ânes,,252939183,45.027052,6.2702661,2506.0,,,,,OSM,
Vöslauer Hütte,,253233006,47.9796289,16.1638641,489,,+43 2252 71322,https://www.naturfreunde-huetten.at/niederoesterreich/voeslauerhuette/,,OSM,
Naturfreundehaus- Kranabethhütte,,253342814,47.8119079,13.7233663,1530,,+436502615596;+436643920001,https://www.kranabethhuette-feuerkogel.at/,,OSM,
Cabane d'Essertze,,253356372,46.148057,7.371963,2191,info@essertze.ch,+41 79 862 67 33,http://essertze.ch/,24,OSM,394
Rifugio Avanzà,Associazione Pro Loco Venaus,253661874,45.1708259,6.952329,2578,,+39 0122 50330,,,OSM,
Rifugio Schiazzera,Operazione Mato Grosso,253725158,46.2640154,10.2016152,2076.0,info@rifugioschiazzera.eu,+39 347 2608250,https://www.rifugioschiazzera.eu/,43,OSM,
Oberharbachalm,,253843700,47.1640923,13.1825803,1612,,,,,OSM,
Hühnerkaralm,,254024662,47.1364084,13.249866,1683.0,,,,,OSM,
Modereggalm,,254024666,47.1351094,13.2753453,1705.0,,,,,OSM,
Glettenalm,,254434587,47.1647576,13.3019075,1760,,,,,OSM,
Rifugio Jean-Antoine Carrel,Società Guide del Cervino,254529621,45.9730484,7.6477525,3829,,,https://www.guidedelcervino.com/capanna-carrel/,60,OSM,
Draugsteinalm-Steinmannhütte,Willi Huttegger  “Steinmannbauer”,254568994,47.1939501,13.2881136,1779,info@steinmannbauer.at,,http://www.steinmannbauer.at/de/alm/alm/,,OSM,
Draugsteinalm-Schrambachhütte,,254569109,47.1939944,13.2885473,1789.0,,+43 664 7670652,https://www.grossarltal.info/de/almen/draugsteinalm-schrambachhuette.html,,OSM,
Üćia de Fodara Vedla - Schutzhütte Fodara Vedla - Rifugio Fodara Vedla,,254880745,46.6356434,12.0609551,1973.0,rifugio@fodara.it,,http://www.fodara.it,,OSM,
Christebauerhütte,,254894512,46.8710036,13.3940534,1626.0,,,,,OSM,
Malga Vallazza,Francesco Turra,255119471,46.3414506,11.7906397,1947,,+39 0439 62674,,,OSM,
,Francesco Turra,255119472,46.3414971,11.7902774,1947,,,,,OSM,
Freschenhaus,Sektion Vorarlberg,255324844,47.298512,9.775530,1846,,+4915117642817,https://www.freschenhaus.at,53,OSM,90
Großhütten,,255538558,47.2350845,13.2616161,1288.0,,,,,OSM,
Malga Rialto,,255847883,45.6515597,11.2385039,1054.0,,,,,OSM,
Alpe Campiascio,,255914940,46.2607028,10.0234534,1686.0,,,,,OSM,
Bachalm,Christian Egger  “Untereben”,256214938,47.1917323,13.1770425,1493.0,,+43 6414 532,https://www.grossarltal.info/de/almen/bachalm.html,,OSM,
Warnsdorfer Hütte,Sektion Warnsdorf/Krimml,256335980,47.0930177,12.2516024,2336,info@warnsdorferhuette.at,+43 6564 8241,https://www.warnsdorferhuette.at/,88,OSM,
Berghaus Männdlenen,,256361621,46.66,07.96,2344,maenndlenen@gmail.com,+41338534464,https://www.berghaus-maenndlenen.ch,34,OSM,52
Staldenmaadhütte,SAC Kirchberg,256497691,46.5960,7.4996,1120,pbaumberger@bluewin.ch,079 607 10 77,https://www.sac-kirchberg.ch/clubhuette.php,38,OSM,304
Rifugio Dario Albasini,,256733995,46.2902722,10.8505432,1819.0,,,,,OSM,
Alp da Segl,,257314128,46.3931723,9.7757223,2072.0,,,,,OSM,
Alp Muot Selvas,,257510703,46.3790471,9.7883382,2069.0,,,,,OSM,
Chrüzhütte,,257645477,46.871274,8.4368678,1713,,,,,OSM,
,,257694363,46.5607221,7.5257517,1927.0,,,,,OSM,
,,257694367,46.5633719,7.5242502,1896.0,,,,,OSM,
Berggasthaus Dürrboden,,257816771,46.720868,9.9218302,2007,info@duerrboden.ch,+41 81 416 34 14,https://www.duerrboden.ch/,,OSM,
Rifugio Escursionistico Cespedosio,,257986872,45.926259,9.6490238,1000,,+39 349 6472491,,,OSM,
Bergeralm,,258066687,47.0043936,12.3982485,1845,,+43 676 9393 442,www.praegraten.at/bergeralm,,OSM,
Refuge de L'Oriol de Sainte-Marguerite,,258119354,44.7969682,6.5933556,2019.0,,,,,OSM,
Haldenseehaus,DAV Sektion Hohenstaufen Göppingen,258281265,47.4876564,10.5979855,1150,haldenseehaus@dav-goeppingen.de,+43 5675 8135,http://www.dav-hohenstaufen.de/haldenseehaus,,OSM,
Mähderhütte,,258822612,46.751297,13.4798868,1732,,,,,OSM,
"Rifugio militare alpino ""Brigata Alpina Taurinense""",Brigata alpina Taurinense,258840893,44.9027854,6.7957821,2019.0,,,,,OSM,
Trattoria Villanova,,258891716,44.7985219,7.055092,1243.0,,,,,OSM,
Kapelleralm,,258956895,46.7481806,13.4500528,1894,,+43 664 64 65 232,,,OSM,
Rifugio Cruello,,259084356,44.8158907,7.0878795,1150,,,,,OSM,
Dreieckhütte,,259204986,46.7166781,15.0447927,1471.0,,,https://www.komoot.com/de-de/highlight/317010,,OSM,
Pinzgauer Hütte,TVN,259246373,47.3228623,12.719105,1704,info@pinzgauer-huette.at,+43 6549 7861,https://www.pinzgauer-huette.at/,,OSM,
Rifugio Ciampai,,259258409,46.5555476,11.9153866,1890.0,,,,,OSM,
Areitalm,,259259148,47.30689,12.7668871,1400,,,https://www.dieareitalm.at/,,OSM,
Ferme du Danay,,260020298,45.9225724,6.4419821,1553.0,,,https://www.aravis-haute-savoie.fr/annonceurs_mini_site/saint_jean_de_sixt/restaurant_ferme_danay_saint_jean_sixt.html,,OSM,
Refuge du Promontoire,Club Alpin Français,260065646,44.9984364,6.3033877,3092,,+33 4 76 80 51 67,https://refugedupromontoire.ffcam.fr/,,OSM,
Rifugio Malga Mine,,260206887,45.9237217,10.1929767,1314,,,,,OSM,
Feuersteinhütte / Sattelalm,,260679671,47.0262589,10.9858672,1505,,,,,OSM,
Refuge du Grand Bec,FFCAM,260901361,45.4165001,6.7328295,2398,,+33 6 09 37 61 65,https://refugedugrandbec.ffcam.fr/,,OSM,
Falkensteiner Hütte,,260931841,48.117556,15.9490349,610,,+43 2774 2066,,,OSM,
Rauschalm,,261365838,47.6030491,15.3790289,1393,,,,,OSM,
Scheiklalm,,261398270,47.6196521,15.390115,1102.0,,,,,OSM,
Rifugio Bocchetta di Campiglia,,262006191,45.7786043,11.2279064,1243.0,,,,,OSM,
Stella d'Italia,,262121200,45.8964932,11.1950373,1536,,+39 0464 721347,,,OSM,
Refuge du Lac Blanc,,262228030,45.9817001,6.8919015,2352,contact@refuge-lac-blanc.fr,+33 7 67 56 74 14,https://refuge-lac-blanc.fr/,40,OSM,
Arzberghütte,Familie Spandl,262350882,47.4656611,15.8173498,1102,,+43 3336 4419;+43 664 4546861,,,OSM,
Schüttalm,,262450393,47.2927143,13.3394298,1725.0,,,,,OSM,
Geigerhütte,,262597337,46.7711055,13.8494232,1656,,,,,OSM,
Görlitzer Hütte,,262856561,47.0057935,14.8789395,1591.0,,,,,OSM,
Schrottalmhütte,,262870323,46.9896788,14.8821387,1450,,,http://preitenegg.net/Almhuetten/pages/IM002019.htm,,OSM,
,Gruppo Autonomo Montano,263209422,45.6824106,10.2285952,1102,,,,28,OSM,
Fließer Stieralphütte,,263255786,46.9993891,10.4237485,2280,,,,,OSM,
Heuberghütte,,263255804,47.0060558,10.5339924,2120,,,,,OSM,
Serfauser Ochsenberghütte,,263255817,46.9980768,10.5128641,1860,,,,,OSM,
Untermalfrag Zollhütte,,263255820,47.0000864,10.4151541,2440,,,,,OSM,
Zollhütte,,263255821,47.0180868,10.436953,2440,,,,,OSM,
Fließer Alpe,,263979936,46.9902587,10.4335791,2003,,,,,OSM,
Versingalpe,,263979956,47.0790728,10.4953417,1940,,,,,OSM,
Rifugio Militare del Forte di Orino,,264119416,45.8731907,8.7366881,1110.0,,,,,OSM,
Vordere Pollesalm,,264156544,47.0114615,10.9632184,1776,,,,,OSM,
Rifugio Pradut,,264163986,46.2561296,12.56501,1440,,+39 366 388 8477,https://www.facebook.com/RistoroCaseraPradut,,OSM,
Cabane de Chanrion,,264767050,45.939266,7.380848,2462,info@chanrion.ch,+41277781209,https://www.chanrion.ch/,59,OSM,379
Rifugio Baita Adamè,Associazione Gruppo Volontari Baita Adamè,264893180,46.1027216,10.5191714,2106,,,,,OSM,
Rifugio Alpino Gruppo di Polaveno,Gruppo Alpini di Polaveno,265332161,45.6763325,10.1345529,968,,,,,OSM,
Malga Campello,,265409801,46.2618883,10.5557926,2019,,,,,OSM,
Refuge les Arolles,,265632519,45.6570962,6.5335402,1880.0,restaurantrefugelesarolles@gmail.com,+33 4 79 38 12 63,https://lesarolles.org/,,OSM,
Rifugio Malghette,,266025884,46.2666309,10.8223671,1890,,,,,OSM,
Gîte de la Léchère,,266138362,45.92018,7.0987042,1699.0,info@gitedelalechere.ch,+41 27 783 30 64,https://www.gitedelalechere.ch/,,OSM,
Märchenkarhütte,Naturfreunde Rauris,266354640,47.0709435,12.9947067,1900,lorenz.egger@sbg.at,+43 664 1623361,https://www.naturfreunde-huetten.at/salzburg/maerchenkarhuette/,24,OSM,
Hochreicharthütte,,266358077,47.3773212,14.7088802,1513.0,,,,,OSM,
Grialetschhütte,,266727741,46.7101286,9.9605868,2542,grialetsch@sac-davos.ch,+41 81 416 34 36,https://www.grialetsch.ch/,58,OSM,444
Amstettner Hütte,OeAv Sektion Amstetten,267672194,47.8863891,14.7707724,923,,,,,OSM,
Rifugio La Maralsina,,267672492,46.2384897,10.4998404,1764.0,,,,,OSM,
Gletscherstube Märjelen,,271284021,46.440448,8.1020431,2360,aletsch@gletscherstube.ch,+41 27 971 47 83,http://www.gletscherstube.ch,34,OSM,
Bergrestaurant Farneralp,,271931628,47.2851338,8.9569667,1132.0,,+41552461286,https://farneralp.ch/,,OSM,
Unter Alpli,,272187082,47.3157299,9.0348206,1076.0,info@aelpli-krinau.ch,+41 71 988 27 05,https://www.aelpli-krinau.ch/,,OSM,
Chalet de Sautodoz,,272211133,46.4287638,6.971847,1803.0,sautodoz@protonmail.com,,https://sautodoz.wordpress.com/,,OSM,
Bivacco G.A.E.N.,,273446297,45.8820778,9.8580998,1215.0,,,,,OSM,
Hochleit'nalm,,274042959,47.3393545,13.0882225,1206.0,,,,,OSM,
Rifugio Gaspare Oberto - Paolo Maroli,Club Alpino Italiano Sezione di Macugnaga,274305272,45.9965492,7.9788401,2796,,,,24,OSM,
Refuge des Adus,,274438333,44.1244246,7.2444076,2116.0,,,,,OSM,
Wannenkopfhütte,,274445636,47.4377034,10.1974004,1350,info@wannenkopfhuette.de,+49 8322 978 520,https://www.wannenkopfhuette.de/,60,OSM,
Brochhütte,SAC Oberhasli,275386935,46.68073,8.13902,1499,info@brochhuette.ch,+41792590206,http://www.brochhuette.ch,43,OSM,206
Cabane de l'A Neuve CAS,CAS - Section Diablerets,277527632,45.949231,7.066975,2735,aneuve@cas-diablerets.ch,027 783 24 24,https://cas-diablerets.ch/cabanes/cabane-de-la-neuve/,20,OSM,277
La Balisa,,277865228,46.6541422,7.2430402,1415,,,,,OSM,
Pottschacher Hütte,,279151482,47.7145072,15.92864,914,,,https://www.pottschacherhuette.at/,,OSM,
Camona da Punteglias CAS,SAC - CAS,279799968,46.77722,8.95607,2311,info@punteglias.ch,+41819431936,https://www.punteglias.ch,26,OSM,240
Calandahütte SAC,SAC - CAS,279895744,46.8830303,9.4821894,2073,info@calandahuette.ch,+41 79 363 53 80,https://www.calandahuette.ch/,29,OSM,176
Koča na Planini pri Jezeru,PD Integral,280440399,46.3096935,13.8277447,1453,,+386 51 632 738,https://planinske-koce.si/koca_na_planini_pri_jezeru,,OSM,
Koča pri Triglavskih jezerih,Planinsko društvo Ljubljana-Matica,280441847,46.318736,13.77904,1685,info@pd-ljmatica.si,+386 40 620 783,https://planinske-koce.si/koca_pri_triglavskih_jezerih,,OSM,
Fridolinshütte,SAC Sektion Tödi,280905251,46.8213258,8.9500486,2111,fridolinshuette-sac@bluewin.ch,+41 55 643 34 34,http://www.fridolinshuette.ch,50,OSM,
Rifugio Quarzina,,280991289,44.1275227,7.8605151,1347,,,,,OSM,
Badushütte,SAC - CAS,281190385,46.6365684,8.668408,2503,info@badushuette.ch,,https://www.badushuette.ch/,18,OSM,21
Rifugio degli Invincibili,,283179288,44.8199159,7.134688,1356,info@rifugioinvincibili.it,,https://www.rifugioinvincibili.it/,,OSM,
Posto tappa,,283837815,44.9406309,7.0520464,1251.0,,,,,OSM,
Foresteria di Carnino,,285226721,44.1478239,7.7352608,1368.0,,,,,OSM,
Tripolihütte,,285382848,46.9685879,8.1775148,1763,,,,,OSM,
Waldhüsi,,285780628,46.6909822,7.2147596,1093,,,,,OSM,
Rifugio Balma,,285908136,44.2287269,7.7759343,1883,,,http://www.rifugiolabalma.it/,20,OSM,
La Pinte des Mossettes,,286241819,46.6535581,7.1964122,1066,,+41 26 927 20 97,https://www.lapintedesmossettes.ch/,,OSM,
Schutzhütte Wieseralm,Familie Wieser,287031329,47.3394441,15.2805174,1024,,,,,OSM,
Furgglenalp,,287051432,47.2553718,9.4332497,1500,,+41 71 799 16 37,https://furgglenalp.ch/,,OSM,
Hengsthütte,Andrea Postl,287464339,47.7580806,15.883648,1017.0,,,,,OSM,
Scheibenhütte,ÖAV Sektion Mürzzuschlag,287707822,47.6348607,15.6892591,1462,,,,,OSM,
Baita Bongio,Comune di Ballabio,288187997,45.8900806,9.4348313,916.0,,,,,OSM,
Rifugio Carlo Porta,Club Alpino Italiano sezione di Milano,288188156,45.9103139,9.3959847,1426,info@rifugioporta.it,+39 0341 590105,https://www.caimilano.org/rifugio-carlo-porta/,45,OSM,
Aljažev dom v Vratih,,288349283,46.4090312,13.8434213,1015,pd.dovje-mojstrana@siol.net,+386 4 589 10 30,https://www.pddovje-mojstrana.si/,,OSM,
Šlajmerjev dom v Vratih,PD Dovje - Mojstrana,288349286,46.4105718,13.843831,1015,,+386 31 221 012,https://planinske-koce.si/slajmerjev_dom_v_vratih,,OSM,
Cabane ONF de l'Infernet,ONF,288770020,44.932794,5.9359437,1792.0,,,,,OSM,
Rifugio Baita Fontaneto,Club Alpino Italiano - Sezione di Palazzolo sull'Oglio,288934427,45.9116139,10.3564555,1380,,,,,OSM,
Rifugio Primatesta,,289089100,45.7872555,8.3118966,970,,,,,OSM,
Deckerhütte,,289104406,46.9435072,13.985958,1527.0,,,,,OSM,
Wintertalerhütte,,289104407,46.9432544,13.9857296,1548.0,,,,,OSM,
Capanna Sociale Unerzio,,289225996,44.4393879,6.9902928,1631.0,,,,,OSM,
Casa Alpina Lidia Occhetti,,289225997,44.4394204,6.9903456,1631.0,,,,,OSM,
Rifugio Sette Selle,Società degli Alpinisti Tridentini,289394722,46.1323304,11.392362,2014,rifugiosetteselle@gmail.com,+39 0461 550101,http://www.setteselle.altervista.org/,24,OSM,
Pöllinger Hütte,,289617470,46.8234535,14.6696079,1641,,,https://saualpe.com/betriebe/poellingerhuette/,,OSM,
Kapelleralm,,289677335,47.2680228,12.9972294,1510,,,,,OSM,
Rifugio GASB,,289728576,45.7099049,8.3107862,670,,,,,OSM,
Rifugio Viola,,289759004,46.4192481,10.1616378,2314,info@valviola.it,+39 0342 985136,https://www.rifugioviola.it/,,OSM,
Grazer Hütte,,290326337,47.1972487,13.89951,1882,,+436642422349,https://www.grazer-huette.at/,,OSM,
Chamanna Cluozza,,290506699,46.662848,10.117651,1882,cluozza@nationalpark.ch,+41818561235,https://nationalpark.ch/besuchen/unterkunft/cluozza/,61,OSM,50
Baita La Zondra,,290693229,46.4332826,11.6645447,1984.0,,,,,OSM,
Seebodenhütte,,291643018,47.6536372,15.4284759,1810,,,,,OSM,
Rifugio Sandro Pertini,private,291725843,46.5020842,11.7246156,2300,,,https://www.rifugiopertini.com/en/,14,OSM,
Pastirska koča na planini Planinica,,291857681,46.4090116,14.2149782,1142.0,,,,,OSM,
Tomčeva koča,,291857682,46.409775,14.2088218,1185,,,,,OSM,
Krekova koča na Ratitovcu,PD za Selško dolino Železniki,292444927,46.2366433,14.090702,1642,,+386 31 669 944,https://planinske-koce.si/krekova_koca_na_ratitovcu,,OSM,
Rifugio Roda di Vael,Società degli Alpinisti Tridentini,292970157,46.4201666,11.630125,2283,info@rodadivael.it,+39 0462 764450,https://www.rodadivael.it/,49,OSM,624
,,293179352,46.3790957,13.8491069,2503.0,,,,,OSM,
Triglavski dom na Kredarici,PD Ljubljana-Matica,293182613,46.3789379,13.8487827,2515,,,,,OSM,
Koča na planini Razor,PD Tolmin,293211596,46.2356798,13.793192,1315,pdtolmin@gmail.com,+386 5 828 07 07,https://planinske-koce.si/koca_na_planini_razor,,OSM,
Planinski dom pri Krnskih jezerih,PD Nova Gorica,293307733,46.2886786,13.6962268,1385,,+38658280300,https://planinske-koce.si/planinski_dom_pri_krnskih_jezerih,,OSM,
Lochalm,,293327326,46.829301,13.0074251,1855,,,,,OSM,
Lochalm,,293327327,46.8291506,13.007607,1855,,,,,OSM,
Lochalm,,293327328,46.8290032,13.0076788,1855,,,,,OSM,
Lochalm,,293327329,46.8292353,13.0083958,1855,,,,,OSM,
Fischerhütte,Österreichischer Touristenklub,293407820,47.7725439,15.8097725,2049,,,,,OSM,
Ramozhütte SAC,SAC,293444439,46.7308787,9.6437495,2293,ramozhuette@sacarosa.ch,+41 81 356 55 02,https://sac-arosa.ch/ramozhuette/,23,OSM,246
Neue Fürther Hütte,Familie Scheurer,293475431,47.1654,12.4245,2201,info@fuerther-huette.at,0043 664 3224762,http://www.fuerther-huette.at,75,OSM,385
Kamniška koča na Kamniškem sedlu,Planinsko društvo Kamnik,293754005,46.3591822,14.5974486,1864,,+38681614989,https://kamniska-koca.si/,,OSM,
